,DATE,per_capita_income,county,state
1946,2007-01-01,27120,Orleans County,New York
1947,2008-01-01,28365,Orleans County,New York
1948,2009-01-01,28921,Orleans County,New York
1949,2010-01-01,30467,Orleans County,New York
1950,2011-01-01,31529,Orleans County,New York
1951,2012-01-01,32409,Orleans County,New York
1952,2013-01-01,33111,Orleans County,New York
1953,2014-01-01,33909,Orleans County,New York
1954,2015-01-01,35394,Orleans County,New York
1955,2016-01-01,35812,Orleans County,New York
1956,2017-01-01,37748,Orleans County,New York
1957,2018-01-01,38706,Orleans County,New York
1958,2019-01-01,39657,Orleans County,New York
1959,2020-01-01,44078,Orleans County,New York
1960,2021-01-01,46322,Orleans County,New York
1961,1969-01-01,3141,Oswego County,New York
1962,1970-01-01,3372,Oswego County,New York
1963,1971-01-01,3682,Oswego County,New York
1964,1972-01-01,3916,Oswego County,New York
1965,1973-01-01,4295,Oswego County,New York
1966,1974-01-01,4620,Oswego County,New York
1967,1975-01-01,4846,Oswego County,New York
1968,1976-01-01,5298,Oswego County,New York
1969,1977-01-01,5987,Oswego County,New York
1970,1978-01-01,6351,Oswego County,New York
1971,1979-01-01,7102,Oswego County,New York
1972,1980-01-01,7948,Oswego County,New York
1973,1981-01-01,9048,Oswego County,New York
1974,1982-01-01,10495,Oswego County,New York
1975,1983-01-01,11502,Oswego County,New York
1976,1984-01-01,12916,Oswego County,New York
1977,1985-01-01,13576,Oswego County,New York
1978,1986-01-01,13930,Oswego County,New York
1979,1987-01-01,13894,Oswego County,New York
1980,1988-01-01,14577,Oswego County,New York
1981,1989-01-01,15606,Oswego County,New York
1982,1990-01-01,16362,Oswego County,New York
1983,1991-01-01,16608,Oswego County,New York
1984,1992-01-01,17730,Oswego County,New York
1985,1993-01-01,17795,Oswego County,New York
1986,1994-01-01,18304,Oswego County,New York
1987,1995-01-01,18803,Oswego County,New York
1988,1996-01-01,18840,Oswego County,New York
1989,1997-01-01,19585,Oswego County,New York
1990,1998-01-01,20263,Oswego County,New York
1991,1999-01-01,21174,Oswego County,New York
1992,2000-01-01,22463,Oswego County,New York
1993,2001-01-01,22906,Oswego County,New York
1994,2002-01-01,23754,Oswego County,New York
1995,2003-01-01,24440,Oswego County,New York
1996,2004-01-01,25357,Oswego County,New York
1997,2005-01-01,25930,Oswego County,New York
1998,2006-01-01,27146,Oswego County,New York
1999,2007-01-01,28581,Oswego County,New York
2000,2008-01-01,30222,Oswego County,New York
2001,2009-01-01,30488,Oswego County,New York
2002,2010-01-01,32022,Oswego County,New York
2003,2011-01-01,32529,Oswego County,New York
2004,2012-01-01,33740,Oswego County,New York
2005,2013-01-01,33810,Oswego County,New York
2006,2014-01-01,34798,Oswego County,New York
2007,2015-01-01,35988,Oswego County,New York
2008,2016-01-01,36738,Oswego County,New York
2009,2017-01-01,38866,Oswego County,New York
2010,2018-01-01,39723,Oswego County,New York
2011,2019-01-01,41695,Oswego County,New York
2012,2020-01-01,45855,Oswego County,New York
2013,2021-01-01,48574,Oswego County,New York
2014,1969-01-01,3342,Otsego County,New York
2015,1970-01-01,3547,Otsego County,New York
2016,1971-01-01,3831,Otsego County,New York
2017,1972-01-01,4107,Otsego County,New York
2018,1973-01-01,4453,Otsego County,New York
2019,1974-01-01,4808,Otsego County,New York
2020,1975-01-01,5084,Otsego County,New York
2021,1976-01-01,5387,Otsego County,New York
2022,1977-01-01,5837,Otsego County,New York
2023,1978-01-01,6324,Otsego County,New York
2024,1979-01-01,6947,Otsego County,New York
2025,1980-01-01,7802,Otsego County,New York
2026,1981-01-01,8618,Otsego County,New York
2027,1982-01-01,9419,Otsego County,New York
2028,1983-01-01,9955,Otsego County,New York
2029,1984-01-01,11060,Otsego County,New York
2030,1985-01-01,11680,Otsego County,New York
2031,1986-01-01,12376,Otsego County,New York
2032,1987-01-01,13165,Otsego County,New York
2033,1988-01-01,13812,Otsego County,New York
2034,1989-01-01,15090,Otsego County,New York
2035,1990-01-01,15779,Otsego County,New York
2036,1991-01-01,16544,Otsego County,New York
2037,1992-01-01,17424,Otsego County,New York
2038,1993-01-01,17538,Otsego County,New York
2039,1994-01-01,17903,Otsego County,New York
2040,1995-01-01,18728,Otsego County,New York
2041,1996-01-01,19562,Otsego County,New York
2042,1997-01-01,20286,Otsego County,New York
2043,1998-01-01,20998,Otsego County,New York
2044,1999-01-01,22042,Otsego County,New York
2045,2000-01-01,22575,Otsego County,New York
2046,2001-01-01,23450,Otsego County,New York
2047,2002-01-01,23737,Otsego County,New York
2048,2003-01-01,25068,Otsego County,New York
2049,2004-01-01,26568,Otsego County,New York
2050,2005-01-01,27078,Otsego County,New York
2051,2006-01-01,28457,Otsego County,New York
2052,2007-01-01,29141,Otsego County,New York
2053,2008-01-01,31631,Otsego County,New York
2054,2009-01-01,31911,Otsego County,New York
2055,2010-01-01,33364,Otsego County,New York
2056,2011-01-01,34594,Otsego County,New York
2057,2012-01-01,35951,Otsego County,New York
2058,2013-01-01,36610,Otsego County,New York
2059,2014-01-01,37863,Otsego County,New York
2060,2015-01-01,39555,Otsego County,New York
2061,2016-01-01,40372,Otsego County,New York
2062,2017-01-01,42477,Otsego County,New York
2063,2018-01-01,43775,Otsego County,New York
2064,2019-01-01,46240,Otsego County,New York
2065,2020-01-01,50111,Otsego County,New York
2066,2021-01-01,53431,Otsego County,New York
2067,1969-01-01,4597,Putnam County,New York
2068,1970-01-01,4644,Putnam County,New York
2069,1971-01-01,5061,Putnam County,New York
2070,1972-01-01,5315,Putnam County,New York
2071,1973-01-01,5646,Putnam County,New York
2072,1974-01-01,6137,Putnam County,New York
2073,1975-01-01,6714,Putnam County,New York
2074,1976-01-01,7274,Putnam County,New York
2075,1977-01-01,8009,Putnam County,New York
2076,1978-01-01,9094,Putnam County,New York
2077,1979-01-01,10158,Putnam County,New York
2078,1980-01-01,11896,Putnam County,New York
2079,1981-01-01,13326,Putnam County,New York
2080,1982-01-01,14450,Putnam County,New York
2081,1983-01-01,15367,Putnam County,New York
2082,1984-01-01,17363,Putnam County,New York
2083,1985-01-01,18931,Putnam County,New York
2084,1986-01-01,20256,Putnam County,New York
2085,1987-01-01,21421,Putnam County,New York
2086,1988-01-01,23285,Putnam County,New York
2087,1989-01-01,24473,Putnam County,New York
2088,1990-01-01,25680,Putnam County,New York
2089,1991-01-01,26080,Putnam County,New York
2090,1992-01-01,27416,Putnam County,New York
2091,1993-01-01,28385,Putnam County,New York
2092,1994-01-01,28678,Putnam County,New York
2093,1995-01-01,29982,Putnam County,New York
2094,1996-01-01,31734,Putnam County,New York
2095,1997-01-01,33648,Putnam County,New York
2096,1998-01-01,35155,Putnam County,New York
2097,1999-01-01,37410,Putnam County,New York
2098,2000-01-01,39927,Putnam County,New York
2099,2001-01-01,41860,Putnam County,New York
2100,2002-01-01,41512,Putnam County,New York
2101,2003-01-01,42461,Putnam County,New York
2102,2004-01-01,44302,Putnam County,New York
2103,2005-01-01,45335,Putnam County,New York
2104,2006-01-01,48078,Putnam County,New York
2105,2007-01-01,50821,Putnam County,New York
2106,2008-01-01,51653,Putnam County,New York
2107,2009-01-01,49969,Putnam County,New York
2108,2010-01-01,51531,Putnam County,New York
2109,2011-01-01,53968,Putnam County,New York
2110,2012-01-01,62541,Putnam County,New York
2111,2013-01-01,55839,Putnam County,New York
2112,2014-01-01,58078,Putnam County,New York
2113,2015-01-01,60141,Putnam County,New York
2114,2016-01-01,61804,Putnam County,New York
2115,2017-01-01,63794,Putnam County,New York
2116,2018-01-01,67031,Putnam County,New York
2117,2019-01-01,70345,Putnam County,New York
2118,2020-01-01,74127,Putnam County,New York
2119,2021-01-01,78754,Putnam County,New York
2120,1969-01-01,5087,Queens County,New York
2121,1970-01-01,5492,Queens County,New York
2122,1971-01-01,5777,Queens County,New York
2123,1972-01-01,6176,Queens County,New York
2124,1973-01-01,6586,Queens County,New York
2125,1974-01-01,7048,Queens County,New York
2126,1975-01-01,7611,Queens County,New York
2127,1976-01-01,7954,Queens County,New York
2128,1977-01-01,8520,Queens County,New York
2129,1978-01-01,9130,Queens County,New York
2130,1979-01-01,9781,Queens County,New York
2131,1980-01-01,10750,Queens County,New York
2132,1981-01-01,12053,Queens County,New York
2133,1982-01-01,13150,Queens County,New York
2134,1983-01-01,14033,Queens County,New York
2135,1984-01-01,15415,Queens County,New York
2136,1985-01-01,16302,Queens County,New York
2137,1986-01-01,17296,Queens County,New York
2138,1987-01-01,18163,Queens County,New York
2139,1988-01-01,19515,Queens County,New York
2140,1989-01-01,21336,Queens County,New York
2141,1990-01-01,22371,Queens County,New York
2142,1991-01-01,22328,Queens County,New York
2143,1992-01-01,22620,Queens County,New York
2144,1993-01-01,22780,Queens County,New York
2145,1994-01-01,23000,Queens County,New York
2146,1995-01-01,23869,Queens County,New York
2147,1996-01-01,24399,Queens County,New York
2148,1997-01-01,25113,Queens County,New York
2149,1998-01-01,25797,Queens County,New York
2150,1999-01-01,26776,Queens County,New York
2151,2000-01-01,28636,Queens County,New York
2152,2001-01-01,29900,Queens County,New York
2153,2002-01-01,29758,Queens County,New York
2154,2003-01-01,30319,Queens County,New York
2155,2004-01-01,31747,Queens County,New York
2156,2005-01-01,32110,Queens County,New York
2157,2006-01-01,33867,Queens County,New York
2158,2007-01-01,35978,Queens County,New York
2159,2008-01-01,36102,Queens County,New York
2160,2009-01-01,35746,Queens County,New York
2161,2010-01-01,36731,Queens County,New York
2162,2011-01-01,37549,Queens County,New York
2163,2012-01-01,38183,Queens County,New York
2164,2013-01-01,38412,Queens County,New York
2165,2014-01-01,39418,Queens County,New York
2166,2015-01-01,41480,Queens County,New York
2167,2016-01-01,42117,Queens County,New York
2168,2017-01-01,44475,Queens County,New York
2169,2018-01-01,46286,Queens County,New York
2170,2019-01-01,48675,Queens County,New York
2171,2020-01-01,53838,Queens County,New York
2172,2021-01-01,58646,Queens County,New York
2173,1969-01-01,3642,Rensselaer County,New York
2174,1970-01-01,3884,Rensselaer County,New York
2175,1971-01-01,4167,Rensselaer County,New York
2176,1972-01-01,4406,Rensselaer County,New York
2177,1973-01-01,4746,Rensselaer County,New York
2178,1974-01-01,5209,Rensselaer County,New York
2179,1975-01-01,5640,Rensselaer County,New York
2180,1976-01-01,6059,Rensselaer County,New York
2181,1977-01-01,6512,Rensselaer County,New York
2182,1978-01-01,7150,Rensselaer County,New York
2183,1979-01-01,7945,Rensselaer County,New York
2184,1980-01-01,8979,Rensselaer County,New York
2185,1981-01-01,9864,Rensselaer County,New York
2186,1982-01-01,10771,Rensselaer County,New York
2187,1983-01-01,11623,Rensselaer County,New York
2188,1984-01-01,12799,Rensselaer County,New York
2189,1985-01-01,13597,Rensselaer County,New York
2190,1986-01-01,14606,Rensselaer County,New York
2191,1987-01-01,15452,Rensselaer County,New York
2192,1988-01-01,16780,Rensselaer County,New York
2193,1989-01-01,18356,Rensselaer County,New York
2194,1990-01-01,19092,Rensselaer County,New York
2195,1991-01-01,19634,Rensselaer County,New York
2196,1992-01-01,20493,Rensselaer County,New York
2197,1993-01-01,21127,Rensselaer County,New York
2198,1994-01-01,22083,Rensselaer County,New York
2199,1995-01-01,22925,Rensselaer County,New York
2200,1996-01-01,23295,Rensselaer County,New York
2201,1997-01-01,24475,Rensselaer County,New York
2202,1998-01-01,25776,Rensselaer County,New York
2203,1999-01-01,27135,Rensselaer County,New York
2204,2000-01-01,28960,Rensselaer County,New York
2205,2001-01-01,29693,Rensselaer County,New York
2206,2002-01-01,29901,Rensselaer County,New York
2207,2003-01-01,30767,Rensselaer County,New York
2208,2004-01-01,31988,Rensselaer County,New York
2209,2005-01-01,32518,Rensselaer County,New York
2210,2006-01-01,34207,Rensselaer County,New York
2211,2007-01-01,35738,Rensselaer County,New York
2212,2008-01-01,37720,Rensselaer County,New York
2213,2009-01-01,37982,Rensselaer County,New York
2214,2010-01-01,38817,Rensselaer County,New York
2215,2011-01-01,39511,Rensselaer County,New York
2216,2012-01-01,40421,Rensselaer County,New York
2217,2013-01-01,41445,Rensselaer County,New York
2218,2014-01-01,42051,Rensselaer County,New York
2219,2015-01-01,43944,Rensselaer County,New York
2220,2016-01-01,44764,Rensselaer County,New York
2221,2017-01-01,46848,Rensselaer County,New York
2222,2018-01-01,47817,Rensselaer County,New York
2223,2019-01-01,50039,Rensselaer County,New York
2224,2020-01-01,54643,Rensselaer County,New York
2225,2021-01-01,58126,Rensselaer County,New York
2226,1969-01-01,4502,Richmond County,New York
2227,1970-01-01,4602,Richmond County,New York
2228,1971-01-01,4946,Richmond County,New York
2229,1972-01-01,5391,Richmond County,New York
2230,1973-01-01,5803,Richmond County,New York
2231,1974-01-01,6395,Richmond County,New York
2232,1975-01-01,7083,Richmond County,New York
2233,1976-01-01,7566,Richmond County,New York
2234,1977-01-01,8206,Richmond County,New York
2235,1978-01-01,8941,Richmond County,New York
2236,1979-01-01,9776,Richmond County,New York
2237,1980-01-01,11205,Richmond County,New York
2238,1981-01-01,12538,Richmond County,New York
2239,1982-01-01,13829,Richmond County,New York
2240,1983-01-01,14814,Richmond County,New York
2241,1984-01-01,16244,Richmond County,New York
2242,1985-01-01,17215,Richmond County,New York
2243,1986-01-01,18520,Richmond County,New York
2244,1987-01-01,19437,Richmond County,New York
2245,1988-01-01,20953,Richmond County,New York
2246,1989-01-01,22172,Richmond County,New York
2247,1990-01-01,23565,Richmond County,New York
2248,1991-01-01,23666,Richmond County,New York
2249,1992-01-01,24708,Richmond County,New York
2250,1993-01-01,25303,Richmond County,New York
2251,1994-01-01,26199,Richmond County,New York
2252,1995-01-01,27541,Richmond County,New York
2253,1996-01-01,28567,Richmond County,New York
2254,1997-01-01,30230,Richmond County,New York
2255,1998-01-01,30989,Richmond County,New York
2256,1999-01-01,32610,Richmond County,New York
2257,2000-01-01,34906,Richmond County,New York
2258,2001-01-01,36314,Richmond County,New York
2259,2002-01-01,36051,Richmond County,New York
2260,2003-01-01,36667,Richmond County,New York
2261,2004-01-01,38098,Richmond County,New York
2262,2005-01-01,38833,Richmond County,New York
2263,2006-01-01,40731,Richmond County,New York
2264,2007-01-01,42994,Richmond County,New York
2265,2008-01-01,43556,Richmond County,New York
2266,2009-01-01,42655,Richmond County,New York
2267,2010-01-01,43379,Richmond County,New York
2268,2011-01-01,44675,Richmond County,New York
2269,2012-01-01,45598,Richmond County,New York
2270,2013-01-01,45496,Richmond County,New York
2271,2014-01-01,47224,Richmond County,New York
2272,2015-01-01,49741,Richmond County,New York
2273,2016-01-01,50477,Richmond County,New York
2274,2017-01-01,52578,Richmond County,New York
2275,2018-01-01,53726,Richmond County,New York
2276,2019-01-01,56475,Richmond County,New York
2277,2020-01-01,60381,Richmond County,New York
2278,2021-01-01,65113,Richmond County,New York
2279,1969-01-01,4694,Rockland County,New York
2280,1970-01-01,4901,Rockland County,New York
2281,1971-01-01,5373,Rockland County,New York
2282,1972-01-01,5988,Rockland County,New York
2283,1973-01-01,6444,Rockland County,New York
2284,1974-01-01,7036,Rockland County,New York
2285,1975-01-01,7712,Rockland County,New York
2286,1976-01-01,8294,Rockland County,New York
2287,1977-01-01,9033,Rockland County,New York
2288,1978-01-01,9950,Rockland County,New York
2289,1979-01-01,11151,Rockland County,New York
2290,1980-01-01,12701,Rockland County,New York
2291,1981-01-01,14233,Rockland County,New York
2292,1982-01-01,15383,Rockland County,New York
2293,1983-01-01,16429,Rockland County,New York
2294,1984-01-01,18207,Rockland County,New York
2295,1985-01-01,19367,Rockland County,New York
2296,1986-01-01,20469,Rockland County,New York
2297,1987-01-01,21914,Rockland County,New York
2298,1988-01-01,24294,Rockland County,New York
2299,1989-01-01,25871,Rockland County,New York
2300,1990-01-01,26805,Rockland County,New York
2301,1991-01-01,27086,Rockland County,New York
2302,1992-01-01,28388,Rockland County,New York
2303,1993-01-01,29162,Rockland County,New York
2304,1994-01-01,30883,Rockland County,New York
2305,1995-01-01,31833,Rockland County,New York
2306,1996-01-01,33499,Rockland County,New York
2307,1997-01-01,35984,Rockland County,New York
2308,1998-01-01,37693,Rockland County,New York
2309,1999-01-01,39432,Rockland County,New York
2310,2000-01-01,42566,Rockland County,New York
2311,2001-01-01,41703,Rockland County,New York
2312,2002-01-01,41101,Rockland County,New York
2313,2003-01-01,41171,Rockland County,New York
2314,2004-01-01,43298,Rockland County,New York
2315,2005-01-01,44226,Rockland County,New York
2316,2006-01-01,46860,Rockland County,New York
2317,2007-01-01,49512,Rockland County,New York
2318,2008-01-01,50203,Rockland County,New York
2319,2009-01-01,48241,Rockland County,New York
2320,2010-01-01,48807,Rockland County,New York
2321,2011-01-01,50548,Rockland County,New York
2322,2012-01-01,52153,Rockland County,New York
2323,2013-01-01,51393,Rockland County,New York
2324,2014-01-01,52744,Rockland County,New York
2325,2015-01-01,54606,Rockland County,New York
2326,2016-01-01,55056,Rockland County,New York
2327,2017-01-01,56588,Rockland County,New York
2328,2018-01-01,58183,Rockland County,New York
2329,2019-01-01,60915,Rockland County,New York
2330,2020-01-01,64854,Rockland County,New York
2331,2021-01-01,69173,Rockland County,New York
2332,1969-01-01,3701,Saratoga County,New York
2333,1970-01-01,3877,Saratoga County,New York
2334,1971-01-01,4168,Saratoga County,New York
2335,1972-01-01,4436,Saratoga County,New York
2336,1973-01-01,4750,Saratoga County,New York
2337,1974-01-01,5225,Saratoga County,New York
2338,1975-01-01,5622,Saratoga County,New York
2339,1976-01-01,6099,Saratoga County,New York
2340,1977-01-01,6615,Saratoga County,New York
2341,1978-01-01,7351,Saratoga County,New York
2342,1979-01-01,8235,Saratoga County,New York
2343,1980-01-01,9476,Saratoga County,New York
2344,1981-01-01,10706,Saratoga County,New York
2345,1982-01-01,11848,Saratoga County,New York
2346,1983-01-01,12588,Saratoga County,New York
2347,1984-01-01,13993,Saratoga County,New York
2348,1985-01-01,15039,Saratoga County,New York
2349,1986-01-01,16138,Saratoga County,New York
2350,1987-01-01,17234,Saratoga County,New York
2351,1988-01-01,18395,Saratoga County,New York
2352,1989-01-01,19899,Saratoga County,New York
2353,1990-01-01,20619,Saratoga County,New York
2354,1991-01-01,21257,Saratoga County,New York
2355,1992-01-01,22461,Saratoga County,New York
2356,1993-01-01,23207,Saratoga County,New York
2357,1994-01-01,23812,Saratoga County,New York
2358,1995-01-01,24542,Saratoga County,New York
2359,1996-01-01,25653,Saratoga County,New York
2360,1997-01-01,27300,Saratoga County,New York
2361,1998-01-01,28814,Saratoga County,New York
2362,1999-01-01,30606,Saratoga County,New York
2363,2000-01-01,32859,Saratoga County,New York
2364,2001-01-01,34174,Saratoga County,New York
2365,2002-01-01,34399,Saratoga County,New York
2366,2003-01-01,35784,Saratoga County,New York
2367,2004-01-01,37704,Saratoga County,New York
2368,2005-01-01,39822,Saratoga County,New York
2369,2006-01-01,42347,Saratoga County,New York
2370,2007-01-01,44643,Saratoga County,New York
2371,2008-01-01,47063,Saratoga County,New York
2372,2009-01-01,46776,Saratoga County,New York
2373,2010-01-01,49186,Saratoga County,New York
2374,2011-01-01,51370,Saratoga County,New York
2375,2012-01-01,53410,Saratoga County,New York
2376,2013-01-01,53983,Saratoga County,New York
2377,2014-01-01,55384,Saratoga County,New York
2378,2015-01-01,60640,Saratoga County,New York
2379,2016-01-01,62147,Saratoga County,New York
2380,2017-01-01,64251,Saratoga County,New York
2381,2018-01-01,68391,Saratoga County,New York
2382,2019-01-01,67477,Saratoga County,New York
2383,2020-01-01,71652,Saratoga County,New York
2384,2021-01-01,75651,Saratoga County,New York
2385,1969-01-01,4202,Schenectady County,New York
2386,1970-01-01,4681,Schenectady County,New York
2387,1971-01-01,5122,Schenectady County,New York
2388,1972-01-01,5371,Schenectady County,New York
2389,1973-01-01,5790,Schenectady County,New York
2390,1974-01-01,6302,Schenectady County,New York
2391,1975-01-01,6805,Schenectady County,New York
2392,1976-01-01,7333,Schenectady County,New York
2393,1977-01-01,7955,Schenectady County,New York
2394,1978-01-01,8622,Schenectady County,New York
2395,1979-01-01,9482,Schenectady County,New York
2396,1980-01-01,10646,Schenectady County,New York
2397,1981-01-01,11904,Schenectady County,New York
2398,1982-01-01,13025,Schenectady County,New York
2399,1983-01-01,13752,Schenectady County,New York
2400,1984-01-01,15065,Schenectady County,New York
2401,1985-01-01,15942,Schenectady County,New York
2402,1986-01-01,16806,Schenectady County,New York
2403,1987-01-01,17682,Schenectady County,New York
2404,1988-01-01,18715,Schenectady County,New York
2405,1989-01-01,20450,Schenectady County,New York
2406,1990-01-01,21409,Schenectady County,New York
2407,1991-01-01,22115,Schenectady County,New York
2408,1992-01-01,23513,Schenectady County,New York
2409,1993-01-01,24186,Schenectady County,New York
2410,1994-01-01,24936,Schenectady County,New York
2411,1995-01-01,25798,Schenectady County,New York
2412,1996-01-01,26895,Schenectady County,New York
2413,1997-01-01,28373,Schenectady County,New York
2414,1998-01-01,29152,Schenectady County,New York
2415,1999-01-01,28640,Schenectady County,New York
2416,2000-01-01,30188,Schenectady County,New York
2417,2001-01-01,36093,Schenectady County,New York
2418,2002-01-01,37030,Schenectady County,New York
2419,2003-01-01,37009,Schenectady County,New York
2420,2004-01-01,38382,Schenectady County,New York
2421,2005-01-01,38382,Schenectady County,New York
2422,2006-01-01,39847,Schenectady County,New York
2423,2007-01-01,41096,Schenectady County,New York
2424,2008-01-01,42407,Schenectady County,New York
2425,2009-01-01,41903,Schenectady County,New York
2426,2010-01-01,42344,Schenectady County,New York
2427,2011-01-01,42921,Schenectady County,New York
2428,2012-01-01,43318,Schenectady County,New York
2429,2013-01-01,44404,Schenectady County,New York
2430,2014-01-01,45133,Schenectady County,New York
2431,2015-01-01,45216,Schenectady County,New York
2432,2016-01-01,46364,Schenectady County,New York
2433,2017-01-01,47895,Schenectady County,New York
2434,2018-01-01,47960,Schenectady County,New York
2435,2019-01-01,53917,Schenectady County,New York
2436,2020-01-01,58435,Schenectady County,New York
2437,2021-01-01,62484,Schenectady County,New York
2438,1969-01-01,3215,Schoharie County,New York
2439,1970-01-01,3503,Schoharie County,New York
2440,1971-01-01,3870,Schoharie County,New York
2441,1972-01-01,3815,Schoharie County,New York
2442,1973-01-01,4024,Schoharie County,New York
2443,1974-01-01,4346,Schoharie County,New York
2444,1975-01-01,4687,Schoharie County,New York
2445,1976-01-01,4974,Schoharie County,New York
2446,1977-01-01,5345,Schoharie County,New York
2447,1978-01-01,6078,Schoharie County,New York
2448,1979-01-01,6609,Schoharie County,New York
2449,1980-01-01,7286,Schoharie County,New York
2450,1981-01-01,8067,Schoharie County,New York
2451,1982-01-01,8771,Schoharie County,New York
2452,1983-01-01,9266,Schoharie County,New York
2453,1984-01-01,10267,Schoharie County,New York
2454,1985-01-01,11020,Schoharie County,New York
2455,1986-01-01,11912,Schoharie County,New York
2456,1987-01-01,12504,Schoharie County,New York
2457,1988-01-01,13209,Schoharie County,New York
2458,1989-01-01,14743,Schoharie County,New York
2459,1990-01-01,15456,Schoharie County,New York
2460,1991-01-01,16027,Schoharie County,New York
2461,1992-01-01,17041,Schoharie County,New York
2462,1993-01-01,17981,Schoharie County,New York
2463,1994-01-01,18983,Schoharie County,New York
2464,1995-01-01,19559,Schoharie County,New York
2465,1996-01-01,19514,Schoharie County,New York
2466,1997-01-01,20578,Schoharie County,New York
2467,1998-01-01,22189,Schoharie County,New York
2468,1999-01-01,23073,Schoharie County,New York
2469,2000-01-01,24732,Schoharie County,New York
2470,2001-01-01,25056,Schoharie County,New York
2471,2002-01-01,24665,Schoharie County,New York
2472,2003-01-01,25181,Schoharie County,New York
2473,2004-01-01,26156,Schoharie County,New York
2474,2005-01-01,26154,Schoharie County,New York
2475,2006-01-01,26651,Schoharie County,New York
2476,2007-01-01,27713,Schoharie County,New York
2477,2008-01-01,29481,Schoharie County,New York
2478,2009-01-01,30283,Schoharie County,New York
2479,2010-01-01,31139,Schoharie County,New York
2480,2011-01-01,32049,Schoharie County,New York
2481,2012-01-01,33506,Schoharie County,New York
2482,2013-01-01,34533,Schoharie County,New York
2483,2014-01-01,35773,Schoharie County,New York
2484,2015-01-01,37267,Schoharie County,New York
2485,2016-01-01,38711,Schoharie County,New York
2486,2017-01-01,41297,Schoharie County,New York
2487,2018-01-01,42562,Schoharie County,New York
2488,2019-01-01,45273,Schoharie County,New York
2489,2020-01-01,49123,Schoharie County,New York
2490,2021-01-01,52027,Schoharie County,New York
2491,1969-01-01,3272,Schuyler County,New York
2492,1970-01-01,3442,Schuyler County,New York
2493,1971-01-01,3691,Schuyler County,New York
2494,1972-01-01,3821,Schuyler County,New York
2495,1973-01-01,4265,Schuyler County,New York
2496,1974-01-01,4655,Schuyler County,New York
2497,1975-01-01,4954,Schuyler County,New York
2498,1976-01-01,5263,Schuyler County,New York
2499,1977-01-01,5720,Schuyler County,New York
2500,1978-01-01,6149,Schuyler County,New York
2501,1979-01-01,6702,Schuyler County,New York
2502,1980-01-01,7699,Schuyler County,New York
2503,1981-01-01,8494,Schuyler County,New York
2504,1982-01-01,8969,Schuyler County,New York
2505,1983-01-01,9400,Schuyler County,New York
2506,1984-01-01,10156,Schuyler County,New York
2507,1985-01-01,10737,Schuyler County,New York
2508,1986-01-01,11474,Schuyler County,New York
2509,1987-01-01,11933,Schuyler County,New York
2510,1988-01-01,12863,Schuyler County,New York
2511,1989-01-01,13655,Schuyler County,New York
2512,1990-01-01,13992,Schuyler County,New York
2513,1991-01-01,14590,Schuyler County,New York
2514,1992-01-01,15185,Schuyler County,New York
2515,1993-01-01,15679,Schuyler County,New York
2516,1994-01-01,16335,Schuyler County,New York
2517,1995-01-01,16946,Schuyler County,New York
2518,1996-01-01,17934,Schuyler County,New York
2519,1997-01-01,18457,Schuyler County,New York
2520,1998-01-01,19257,Schuyler County,New York
2521,1999-01-01,20918,Schuyler County,New York
2522,2000-01-01,22839,Schuyler County,New York
2523,2001-01-01,22922,Schuyler County,New York
2524,2002-01-01,23093,Schuyler County,New York
2525,2003-01-01,23906,Schuyler County,New York
2526,2004-01-01,25482,Schuyler County,New York
2527,2005-01-01,25999,Schuyler County,New York
2528,2006-01-01,26634,Schuyler County,New York
2529,2007-01-01,28239,Schuyler County,New York
2530,2008-01-01,30167,Schuyler County,New York
2531,2009-01-01,31198,Schuyler County,New York
2532,2010-01-01,32968,Schuyler County,New York
2533,2011-01-01,34364,Schuyler County,New York
2534,2012-01-01,35386,Schuyler County,New York
2535,2013-01-01,36175,Schuyler County,New York
2536,2014-01-01,37992,Schuyler County,New York
2537,2015-01-01,39010,Schuyler County,New York
2538,2016-01-01,38892,Schuyler County,New York
2539,2017-01-01,40478,Schuyler County,New York
2540,2018-01-01,40965,Schuyler County,New York
2541,2019-01-01,42715,Schuyler County,New York
2542,2020-01-01,46769,Schuyler County,New York
2543,2021-01-01,49811,Schuyler County,New York
2544,1969-01-01,3399,Seneca County,New York
2545,1970-01-01,3778,Seneca County,New York
2546,1971-01-01,4088,Seneca County,New York
2547,1972-01-01,4451,Seneca County,New York
2548,1973-01-01,4964,Seneca County,New York
2549,1974-01-01,5445,Seneca County,New York
2550,1975-01-01,5861,Seneca County,New York
2551,1976-01-01,6133,Seneca County,New York
2552,1977-01-01,6559,Seneca County,New York
2553,1978-01-01,7068,Seneca County,New York
2554,1979-01-01,7820,Seneca County,New York
2555,1980-01-01,9039,Seneca County,New York
2556,1981-01-01,9938,Seneca County,New York
2557,1982-01-01,10774,Seneca County,New York
2558,1983-01-01,11477,Seneca County,New York
2559,1984-01-01,12725,Seneca County,New York
2560,1985-01-01,13159,Seneca County,New York
2561,1986-01-01,13785,Seneca County,New York
2562,1987-01-01,14475,Seneca County,New York
2563,1988-01-01,15487,Seneca County,New York
2564,1989-01-01,16734,Seneca County,New York
2565,1990-01-01,17488,Seneca County,New York
2566,1991-01-01,17885,Seneca County,New York
2567,1992-01-01,18629,Seneca County,New York
2568,1993-01-01,19485,Seneca County,New York
