FIPS Code,Geography,Year,Program Type,Population
36025,Delaware County,1999,Intercensal Population Estimate,48069
36025,Delaware County,2000,Intercensal Population Estimate,47864
36025,Delaware County,2001,Intercensal Population Estimate,47771
36025,Delaware County,2002,Intercensal Population Estimate,47666
36025,Delaware County,2003,Intercensal Population Estimate,47930
36025,Delaware County,2004,Intercensal Population Estimate,48283
36025,Delaware County,2005,Intercensal Population Estimate,48377
36025,Delaware County,2006,Intercensal Population Estimate,48271
36025,Delaware County,2007,Intercensal Population Estimate,48450
36025,Delaware County,2008,Intercensal Population Estimate,48363
36025,Delaware County,2009,Intercensal Population Estimate,48182
36027,Dutchess County,1970,Intercensal Population Estimate,223602
36027,Dutchess County,1971,Intercensal Population Estimate,228868
36027,Dutchess County,1972,Intercensal Population Estimate,227507
36027,Dutchess County,1973,Intercensal Population Estimate,232531
36027,Dutchess County,1974,Intercensal Population Estimate,234742
36027,Dutchess County,1975,Intercensal Population Estimate,238022
36027,Dutchess County,1976,Intercensal Population Estimate,237795
36027,Dutchess County,1977,Intercensal Population Estimate,238892
36027,Dutchess County,1978,Intercensal Population Estimate,240407
36027,Dutchess County,1979,Intercensal Population Estimate,242178
36027,Dutchess County,1980,Intercensal Population Estimate,245415
36027,Dutchess County,1981,Intercensal Population Estimate,246001
36027,Dutchess County,1982,Intercensal Population Estimate,246676
36027,Dutchess County,1983,Intercensal Population Estimate,248683
36027,Dutchess County,1984,Intercensal Population Estimate,250646
36027,Dutchess County,1985,Intercensal Population Estimate,252443
36027,Dutchess County,1986,Intercensal Population Estimate,253212
36027,Dutchess County,1987,Intercensal Population Estimate,255937
36027,Dutchess County,1988,Intercensal Population Estimate,259259
36027,Dutchess County,1989,Intercensal Population Estimate,258634
36027,Dutchess County,1990,Intercensal Population Estimate,260238
36027,Dutchess County,1991,Intercensal Population Estimate,261952
36027,Dutchess County,1992,Intercensal Population Estimate,264450
36027,Dutchess County,1993,Intercensal Population Estimate,265585
36027,Dutchess County,1994,Intercensal Population Estimate,264860
36027,Dutchess County,1995,Intercensal Population Estimate,266538
36027,Dutchess County,1996,Intercensal Population Estimate,268986
36027,Dutchess County,1997,Intercensal Population Estimate,270935
36027,Dutchess County,1998,Intercensal Population Estimate,273784
36027,Dutchess County,1999,Intercensal Population Estimate,277586
36027,Dutchess County,2000,Intercensal Population Estimate,280914
36027,Dutchess County,2001,Intercensal Population Estimate,284712
36027,Dutchess County,2002,Intercensal Population Estimate,287700
36027,Dutchess County,2003,Intercensal Population Estimate,290781
36027,Dutchess County,2004,Intercensal Population Estimate,292859
36027,Dutchess County,2005,Intercensal Population Estimate,294362
36027,Dutchess County,2006,Intercensal Population Estimate,294712
36027,Dutchess County,2007,Intercensal Population Estimate,295319
36027,Dutchess County,2008,Intercensal Population Estimate,296267
36027,Dutchess County,2009,Intercensal Population Estimate,296887
36029,Erie County,1970,Intercensal Population Estimate,1114792
36029,Erie County,1971,Intercensal Population Estimate,1119999
36029,Erie County,1972,Intercensal Population Estimate,1112776
36029,Erie County,1973,Intercensal Population Estimate,1099433
36029,Erie County,1974,Intercensal Population Estimate,1085518
36029,Erie County,1975,Intercensal Population Estimate,1079180
36029,Erie County,1976,Intercensal Population Estimate,1069554
36029,Erie County,1977,Intercensal Population Estimate,1057904
36029,Erie County,1978,Intercensal Population Estimate,1043736
36029,Erie County,1979,Intercensal Population Estimate,1033073
36029,Erie County,1980,Intercensal Population Estimate,1014484
36029,Erie County,1981,Intercensal Population Estimate,1007259
36029,Erie County,1982,Intercensal Population Estimate,1000862
36029,Erie County,1983,Intercensal Population Estimate,989907
36029,Erie County,1984,Intercensal Population Estimate,979204
36029,Erie County,1985,Intercensal Population Estimate,973610
36029,Erie County,1986,Intercensal Population Estimate,966921
36029,Erie County,1987,Intercensal Population Estimate,962907
36029,Erie County,1988,Intercensal Population Estimate,963078
36029,Erie County,1989,Intercensal Population Estimate,966524
36029,Erie County,1990,Intercensal Population Estimate,969780
36029,Erie County,1991,Intercensal Population Estimate,973280
36029,Erie County,1992,Intercensal Population Estimate,976538
36029,Erie County,1993,Intercensal Population Estimate,977751
36029,Erie County,1994,Intercensal Population Estimate,977079
36029,Erie County,1995,Intercensal Population Estimate,973927
36029,Erie County,1996,Intercensal Population Estimate,970375
36029,Erie County,1997,Intercensal Population Estimate,963040
36029,Erie County,1998,Intercensal Population Estimate,956578
36029,Erie County,1999,Intercensal Population Estimate,952546
36029,Erie County,2000,Intercensal Population Estimate,949440
36029,Erie County,2001,Intercensal Population Estimate,946515
36029,Erie County,2002,Intercensal Population Estimate,943551
36029,Erie County,2003,Intercensal Population Estimate,941846
36029,Erie County,2004,Intercensal Population Estimate,938333
36029,Erie County,2005,Intercensal Population Estimate,931745
36029,Erie County,2006,Intercensal Population Estimate,925564
36029,Erie County,2007,Intercensal Population Estimate,921887
36029,Erie County,2008,Intercensal Population Estimate,920571
36029,Erie County,2009,Intercensal Population Estimate,919334
36031,Essex County,1970,Intercensal Population Estimate,34601
36031,Essex County,1971,Intercensal Population Estimate,34476
36031,Essex County,1972,Intercensal Population Estimate,35523
36031,Essex County,1973,Intercensal Population Estimate,35513
36031,Essex County,1974,Intercensal Population Estimate,35225
36031,Essex County,1975,Intercensal Population Estimate,35514
36031,Essex County,1976,Intercensal Population Estimate,35724
36031,Essex County,1977,Intercensal Population Estimate,35817
36031,Essex County,1978,Intercensal Population Estimate,35798
36031,Essex County,1979,Intercensal Population Estimate,35997
36031,Essex County,1980,Intercensal Population Estimate,36202
36031,Essex County,1981,Intercensal Population Estimate,36124
36031,Essex County,1982,Intercensal Population Estimate,36492
36031,Essex County,1983,Intercensal Population Estimate,36591
36031,Essex County,1984,Intercensal Population Estimate,36488
36031,Essex County,1985,Intercensal Population Estimate,36437
36031,Essex County,1986,Intercensal Population Estimate,36617
36031,Essex County,1987,Intercensal Population Estimate,36383
36031,Essex County,1988,Intercensal Population Estimate,36439
36031,Essex County,1989,Intercensal Population Estimate,36833
36031,Essex County,1990,Intercensal Population Estimate,37286
36031,Essex County,1991,Intercensal Population Estimate,37593
36031,Essex County,1992,Intercensal Population Estimate,37619
36031,Essex County,1993,Intercensal Population Estimate,38060
36031,Essex County,1994,Intercensal Population Estimate,38243
36031,Essex County,1995,Intercensal Population Estimate,38262
36031,Essex County,1996,Intercensal Population Estimate,38595
36031,Essex County,1997,Intercensal Population Estimate,38646
36031,Essex County,1998,Intercensal Population Estimate,38506
36031,Essex County,1999,Intercensal Population Estimate,38664
36031,Essex County,2000,Intercensal Population Estimate,38911
36031,Essex County,2001,Intercensal Population Estimate,38893
36031,Essex County,2002,Intercensal Population Estimate,39195
36031,Essex County,2003,Intercensal Population Estimate,39334
36031,Essex County,2004,Intercensal Population Estimate,39295
36031,Essex County,2005,Intercensal Population Estimate,39321
36031,Essex County,2006,Intercensal Population Estimate,39490
36031,Essex County,2007,Intercensal Population Estimate,39373
36031,Essex County,2008,Intercensal Population Estimate,39435
36031,Essex County,2009,Intercensal Population Estimate,39478
36033,Franklin County,1970,Intercensal Population Estimate,44140
36033,Franklin County,1971,Intercensal Population Estimate,44970
36033,Franklin County,1972,Intercensal Population Estimate,45301
36033,Franklin County,1973,Intercensal Population Estimate,44596
36033,Franklin County,1974,Intercensal Population Estimate,44283
36033,Franklin County,1975,Intercensal Population Estimate,44598
36033,Franklin County,1976,Intercensal Population Estimate,44768
36033,Franklin County,1977,Intercensal Population Estimate,44829
36033,Franklin County,1978,Intercensal Population Estimate,44870
36033,Franklin County,1979,Intercensal Population Estimate,44582
36033,Franklin County,1980,Intercensal Population Estimate,44923
36033,Franklin County,1981,Intercensal Population Estimate,44773
36033,Franklin County,1982,Intercensal Population Estimate,44038
36033,Franklin County,1983,Intercensal Population Estimate,43414
36033,Franklin County,1984,Intercensal Population Estimate,43702
36033,Franklin County,1985,Intercensal Population Estimate,43776
36033,Franklin County,1986,Intercensal Population Estimate,43374
36033,Franklin County,1987,Intercensal Population Estimate,44143
36033,Franklin County,1988,Intercensal Population Estimate,44639
36033,Franklin County,1989,Intercensal Population Estimate,45996
36033,Franklin County,1990,Intercensal Population Estimate,46668
36033,Franklin County,1991,Intercensal Population Estimate,47886
36033,Franklin County,1992,Intercensal Population Estimate,48702
36033,Franklin County,1993,Intercensal Population Estimate,49350
36033,Franklin County,1994,Intercensal Population Estimate,49712
36033,Franklin County,1995,Intercensal Population Estimate,49965
36033,Franklin County,1996,Intercensal Population Estimate,50179
36033,Franklin County,1997,Intercensal Population Estimate,49919
36033,Franklin County,1998,Intercensal Population Estimate,49620
36033,Franklin County,1999,Intercensal Population Estimate,51061
36033,Franklin County,2000,Intercensal Population Estimate,51044
36033,Franklin County,2001,Intercensal Population Estimate,50925
36033,Franklin County,2002,Intercensal Population Estimate,50924
36033,Franklin County,2003,Intercensal Population Estimate,51228
36033,Franklin County,2004,Intercensal Population Estimate,51197
36033,Franklin County,2005,Intercensal Population Estimate,51257
36033,Franklin County,2006,Intercensal Population Estimate,51511
36033,Franklin County,2007,Intercensal Population Estimate,51782
36033,Franklin County,2008,Intercensal Population Estimate,51907
36033,Franklin County,2009,Intercensal Population Estimate,51706
36035,Fulton County,1970,Intercensal Population Estimate,53084
36035,Fulton County,1971,Intercensal Population Estimate,54881
36035,Fulton County,1972,Intercensal Population Estimate,56388
36035,Fulton County,1973,Intercensal Population Estimate,55451
36035,Fulton County,1974,Intercensal Population Estimate,55288
